CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
664,Male,26,79526,6,Marketing,9,7
665,Male,28,101414,64,,8,1
666,Female,92,109519,72,Entertainment,1,4
667,Female,59,156880,70,Artist,0,7
668,Male,15,157278,58,Artist,0,6
669,Female,23,144916,84,Engineer,1,7
670,Male,54,59163,100,Marketing,3,3
671,Female,93,93991,49,Artist,1,3
672,Female,65,58318,45,Doctor,1,1
673,Female,13,180786,88,Lawyer,1,5
674,Male,71,84622,45,Doctor,0,6
675,Male,1,92674,59,Artist,8,4
676,Female,57,87553,94,Artist,1,1
677,Male,14,74174,79,Entertainment,1,2
678,Female,77,180831,33,Healthcare,1,2
679,Female,89,137397,33,Doctor,1,7
680,Male,17,96154,100,Artist,1,4
681,Male,86,172477,69,Entertainment,1,3
682,Male,42,59954,37,Executive,4,4
683,Female,29,112240,95,Entertainment,0,4
684,Female,54,145679,35,Artist,0,2
685,Male,96,136265,49,Artist,12,5
686,Female,58,74869,12,Healthcare,0,3
687,Female,52,109425,46,Engineer,0,1
688,Female,3,126015,57,Healthcare,0,1
689,Female,13,156951,66,Healthcare,4,7
690,Female,3,127172,68,Healthcare,1,2
691,Male,89,113834,22,Doctor,0,3
692,Male,83,132005,2,Entertainment,0,5
693,Female,80,171323,78,Lawyer,10,4
694,Female,74,92355,87,Entertainment,1,4
695,Male,42,60982,3,Healthcare,0,5
696,Female,91,51742,33,Artist,8,3
697,Female,31,138612,71,Executive,9,2
698,Male,8,158123,84,Artist,1,1
699,Male,64,164675,65,Executive,0,5
700,Female,41,172882,27,Healthcare,8,7
701,Female,62,70119,93,Artist,0,1
702,Male,41,113998,26,Healthcare,7,7
703,Male,22,114011,40,,5,7
704,Male,5,57265,89,Entertainment,7,7
705,Female,38,130597,2,Artist,6,1
706,Female,88,121597,7,Engineer,0,5
707,Male,56,103210,100,Artist,6,6
708,Male,47,66308,8,Executive,0,4
709,Male,4,141336,93,Homemaker,2,1
710,Male,82,153632,76,Entertainment,9,7
711,Female,31,65520,71,Lawyer,1,2
712,Female,69,153217,83,Healthcare,1,6
713,Male,62,92768,75,Doctor,1,1
714,Female,54,132345,10,Artist,0,2
715,Female,60,186069,49,Marketing,1,2
716,Female,31,53802,32,Artist,1,7
717,Female,17,103739,62,Healthcare,6,4
718,Female,15,50550,34,Healthcare,9,7
719,Female,37,145648,21,Healthcare,7,6
720,Male,36,85737,37,Executive,0,3
721,Female,27,99950,20,Entertainment,0,4
722,Female,11,83220,21,Engineer,7,4
723,Male,83,73410,50,Entertainment,8,5
724,Female,71,64310,43,Marketing,2,1
725,Female,20,59844,79,Doctor,0,1
726,Male,3,67787,1,Executive,1,6
727,Male,52,172841,4,Engineer,0,1
728,Male,75,145528,61,Healthcare,1,2
729,Male,36,173807,42,Artist,0,2
730,Male,60,185794,69,Entertainment,7,1
731,Male,8,119780,71,Healthcare,1,3
732,Female,9,158596,86,Artist,1,2
733,Female,41,118122,52,Entertainment,0,6
734,Male,38,99964,11,Healthcare,7,4
735,Female,69,120752,27,Executive,1,6
736,Female,33,189630,53,Executive,5,5
737,Male,64,125510,6,Healthcare,3,3
738,Male,19,101799,49,Engineer,1,1
739,Female,88,92914,74,Artist,0,3
740,Female,91,162465,59,Engineer,9,3
741,Male,84,163818,27,Engineer,2,1
742,Female,43,53832,56,Entertainment,4,1
743,Female,30,140190,49,Engineer,1,4
744,Male,16,125836,69,Healthcare,1,4
745,Male,89,100938,27,Entertainment,0,7
746,Male,5,168670,37,Artist,1,3
747,Female,54,176885,10,Entertainment,0,3
748,Female,41,111174,28,Artist,4,5
749,Male,80,127335,97,Artist,6,6
750,Male,37,149103,3,Healthcare,10,1
751,Male,87,167705,31,Healthcare,0,7
752,Female,50,183548,85,Entertainment,1,4
753,Female,14,50396,46,Lawyer,0,6
754,Female,17,63557,3,Marketing,1,1
755,Female,98,87878,55,Artist,1,6
756,Male,3,55634,53,Engineer,8,3
757,Female,83,118110,26,Engineer,1,5
758,Male,13,129396,36,Artist,6,6
759,Female,46,62628,64,Entertainment,8,6
760,Female,25,51700,17,Healthcare,4,6
761,Female,4,106816,49,Artist,7,5
762,Male,64,93000,67,Lawyer,0,2
763,Female,84,144148,71,Doctor,1,4
764,Male,12,101388,90,Artist,0,2
765,Female,56,171560,78,Engineer,0,2
766,Male,58,156366,60,Entertainment,8,1
767,Female,0,143910,22,Marketing,1,7
768,Female,25,106569,84,Engineer,1,3
769,Male,28,173009,25,Healthcare,9,6
770,Male,78,54252,29,Engineer,0,5
771,Male,56,104600,57,Entertainment,6,3
772,Male,91,50250,54,Artist,0,2
773,Male,77,93242,84,Entertainment,0,7
774,Female,83,156839,38,Artist,3,7
775,Female,64,71305,39,Artist,9,2
776,Male,19,85975,73,Entertainment,0,6
777,Male,94,188107,52,Engineer,10,2
778,Male,19,82333,35,Marketing,1,2
779,Male,84,125016,25,Entertainment,1,7
780,Female,10,148908,10,Healthcare,2,3
781,Female,19,58217,70,Artist,0,1
782,Male,74,76521,29,Engineer,7,4
783,Female,95,117763,42,Artist,1,2
784,Female,34,115184,93,Homemaker,1,4
785,Male,30,54251,7,Artist,2,6
786,Female,53,112530,24,Entertainment,2,6
787,Male,67,107409,2,Artist,1,6
788,Female,23,84793,23,Homemaker,9,6
789,Female,25,66952,79,Entertainment,1,2
790,Female,84,153465,11,Lawyer,1,4
791,Female,1,178214,17,Artist,1,7
792,Male,70,152069,42,Entertainment,4,4
793,Female,56,132860,17,Healthcare,7,2
794,Female,0,147719,86,Lawyer,1,7
795,Female,91,172915,29,Doctor,9,1
796,Female,81,148594,29,Entertainment,3,5
797,Male,33,61986,77,Executive,0,1
798,Male,75,91456,13,Artist,1,4
799,Male,11,166247,84,Executive,1,2
800,Female,61,140516,50,Artist,0,3
801,Male,81,148208,36,,5,7
802,Female,62,133822,78,Marketing,0,4
803,Female,44,175424,32,Artist,4,5
804,Female,67,121528,92,Healthcare,8,4
805,Female,30,189369,69,Healthcare,0,3
806,Female,92,80808,26,Artist,1,1
807,Male,25,57535,84,Entertainment,1,7
808,Female,61,163509,51,Healthcare,0,4
809,Female,72,75884,57,Executive,0,7
810,Female,89,157759,52,Artist,1,6
811,Female,37,184813,44,Executive,0,2
812,Male,59,187253,51,Executive,8,7
813,Male,41,81718,36,Entertainment,1,3
814,Male,60,150019,37,Doctor,1,2
815,Female,81,53452,73,Entertainment,1,6
816,Male,85,150765,42,Homemaker,8,2
817,Female,91,154456,71,,0,7
818,Female,65,56647,12,Doctor,6,4
819,Female,19,117477,48,Healthcare,6,7
820,Female,78,79677,9,Artist,10,7
821,Female,0,116759,28,Marketing,7,3
822,Male,26,180702,21,Entertainment,6,1
823,Female,2,122698,100,Entertainment,8,1
824,Female,60,169346,55,Healthcare,7,2
825,Female,67,93176,25,Artist,4,1
826,Female,4,75853,40,Homemaker,4,5
827,Male,7,119362,58,Engineer,8,1
828,Male,28,81545,36,Artist,4,7
829,Male,67,67372,75,Artist,0,7
830,Female,30,109703,61,Executive,1,1
831,Male,38,166697,39,Marketing,13,4
832,Female,40,124982,34,Engineer,1,7
833,Female,6,146776,83,Lawyer,1,7
834,Female,3,147548,45,Executive,4,5
835,Female,51,117620,60,Healthcare,7,6
836,Male,63,85351,57,Healthcare,0,2
837,Male,65,174432,8,Artist,0,7
838,Male,44,70787,68,Doctor,1,3
839,Female,90,75473,63,Healthcare,0,7
840,Male,76,90082,49,Healthcare,1,6
841,Female,62,185388,54,Healthcare,0,2
842,Female,5,168110,69,Doctor,14,6
843,Female,67,184628,38,Artist,12,2
844,Female,38,176551,45,Healthcare,8,1
845,Female,31,76422,21,Healthcare,9,7
846,Male,2,164248,51,Entertainment,9,3
847,Female,82,109188,38,Lawyer,5,7
848,Female,66,132951,26,Healthcare,4,1
849,Female,75,164598,32,Healthcare,8,1
850,Male,69,186655,32,,7,2
851,Female,62,111859,86,Healthcare,6,1
852,Female,0,121926,41,Lawyer,7,1
853,Female,11,143047,42,Executive,1,3
854,Female,22,131748,23,Artist,1,3
855,Male,76,142801,23,Lawyer,0,1
856,Male,85,142723,46,Engineer,0,6
857,Male,21,155151,16,Marketing,14,3
858,Female,64,153607,48,Healthcare,1,4
859,Male,94,144192,34,Healthcare,0,3
860,Female,83,174159,22,Lawyer,4,4
861,Female,93,73642,50,Marketing,0,3
862,Female,12,170319,46,Artist,8,7
863,Female,0,141351,10,Engineer,0,2
864,Female,79,167411,9,Marketing,12,5
865,Male,90,58289,49,Artist,5,6
866,Female,45,79801,77,Doctor,0,2
867,Female,82,146118,52,Marketing,8,7
868,Female,57,57337,14,Healthcare,1,4
869,Female,43,113575,6,Entertainment,1,2
870,Male,63,122658,65,Engineer,6,2
871,Female,62,151836,13,Artist,0,6
872,Female,43,185900,80,Homemaker,9,4
873,Female,34,94029,98,Healthcare,1,4
874,Female,30,157290,22,Artist,2,2
875,Male,97,175996,42,Entertainment,10,4
876,Male,68,102016,37,Artist,0,4
877,Male,16,77902,67,Artist,1,2
878,Female,15,81138,86,Healthcare,9,7
879,Male,25,128258,48,Executive,0,2
880,Female,29,62475,24,Artist,6,4
881,Female,85,82854,75,Artist,6,4
882,Female,30,59284,38,Doctor,7,7
883,Female,13,141580,92,Healthcare,0,4
884,Female,88,171362,90,Executive,6,4
885,Male,5,78274,65,Artist,9,2
886,Female,95,76646,61,Artist,0,1
887,Female,92,78308,66,Executive,5,2
888,Female,63,78971,89,Engineer,1,2
889,Female,75,65528,73,Marketing,1,5
890,Male,67,94199,71,Artist,5,7
891,Female,58,135705,48,Engineer,8,7
892,Male,52,130573,31,Entertainment,8,3
893,Female,85,152303,68,Artist,1,5
894,Female,31,144582,89,Doctor,1,1
895,Female,84,93288,60,Artist,10,6
896,Female,93,88192,3,Marketing,10,2
897,Male,18,62362,81,Lawyer,7,3
898,Male,73,74350,39,Lawyer,10,1
899,Male,3,144103,42,Healthcare,8,7
900,Male,1,75518,17,Lawyer,7,3
901,Male,53,160980,62,Doctor,4,2
902,Female,75,102904,28,Artist,7,6
903,Female,15,174501,37,,9,7
904,Female,47,157661,57,Healthcare,6,6
905,Female,66,118385,8,Healthcare,10,3
906,Female,17,116463,100,Artist,8,4
907,Female,1,161212,14,Artist,9,6
908,Male,16,172601,50,Marketing,4,6
909,Female,52,167214,94,Homemaker,8,7
910,Male,21,69644,19,Artist,5,1
911,Female,19,120215,46,Homemaker,7,2
912,Female,29,180401,23,Engineer,7,6
913,Female,40,113739,93,Artist,5,7
914,Male,76,111717,41,Healthcare,1,2
915,Male,91,62808,20,Engineer,0,4
916,Female,24,67582,13,Artist,1,3
917,Male,4,96543,60,Artist,9,1
918,Male,90,89667,69,Artist,0,2
919,Female,56,98980,65,Engineer,0,1
920,Male,14,124998,17,Lawyer,1,3
921,Male,52,189091,12,Artist,0,6
922,Female,14,153842,3,Artist,1,3
923,Male,30,106314,16,Artist,0,7
924,Female,70,62901,60,Artist,8,5
925,Male,14,149618,78,Healthcare,4,6
926,Female,95,72068,97,Healthcare,0,6
927,Male,25,81367,87,,0,3
928,Female,95,118575,10,Entertainment,1,3
929,Female,12,82382,97,Executive,1,3
930,Male,82,114776,55,Entertainment,10,3
931,Female,2,145597,81,Artist,1,6
932,Male,51,162072,86,Engineer,1,1
933,Male,63,172872,11,Healthcare,0,7
934,Female,30,182162,6,Artist,1,3
935,Female,68,71467,81,Artist,5,7
936,Female,21,85568,1,Healthcare,0,6
937,Female,99,56851,72,Entertainment,6,3
938,Female,0,116782,73,Artist,9,5
939,Female,80,67781,1,Entertainment,4,4
940,Female,51,70152,29,Healthcare,0,2
941,Male,18,185861,82,Artist,3,6
942,Male,43,162595,17,Artist,3,3
943,Female,29,80098,54,Lawyer,10,6
944,Female,20,184801,8,Lawyer,1,1
945,Female,39,58908,37,Artist,6,6
946,Female,9,146011,69,Marketing,9,5
947,Female,45,135174,39,Artist,9,4
948,Female,65,114244,64,Artist,0,1
949,Female,64,157207,52,Healthcare,0,4
950,Female,81,128834,23,Entertainment,5,4
951,Male,54,51166,24,Entertainment,0,7
952,Female,32,130118,36,Artist,0,4
953,Male,29,87014,71,Doctor,11,4
954,Female,25,111379,93,Artist,0,2
955,Male,5,83704,82,Entertainment,1,1
956,Female,55,90558,49,Healthcare,8,2
957,Male,12,187343,14,Healthcare,6,3
958,Female,81,111174,48,Entertainment,9,6
959,Male,87,64461,63,Engineer,4,4
960,Male,12,109618,97,Artist,7,3
961,Male,91,189357,4,Lawyer,7,1
962,Female,63,120955,79,Artist,6,1
963,Female,97,168898,54,Homemaker,8,7
964,Male,89,130431,52,Healthcare,6,3
965,Male,59,161091,56,Engineer,9,1
966,Female,26,69988,2,Homemaker,5,4
967,Female,5,169702,98,Doctor,5,1
968,Male,32,186897,49,Healthcare,1,7
969,Female,98,109061,41,Engineer,6,1
970,Male,31,188620,30,Artist,3,6
971,Female,59,108675,57,Artist,4,5
972,Female,80,177601,34,Entertainment,0,2
973,Female,12,87365,3,Marketing,1,2
974,Male,80,95929,23,Engineer,0,2
975,Male,59,97185,87,Entertainment,0,5
976,Female,56,103838,17,Artist,1,2
977,Male,18,129260,11,Doctor,1,3
978,Female,66,151184,19,Artist,1,4
979,Female,67,177512,62,Engineer,2,3
980,Male,39,140099,51,Lawyer,0,7
981,Male,23,67535,97,Healthcare,7,6
982,Male,47,133236,61,Executive,1,6
983,Female,41,87975,5,Homemaker,9,7
984,Female,40,164350,23,Healthcare,0,5
985,Male,36,55109,53,Artist,8,3
986,Female,12,67613,40,Entertainment,1,2
987,Female,60,185306,47,Entertainment,0,2
988,Female,24,154787,84,Executive,3,5
989,Female,17,109759,96,Artist,9,3
990,Female,92,114571,51,Executive,1,3
991,Male,32,130697,93,Artist,1,2
992,Male,39,115916,24,Doctor,13,6
993,Female,50,69814,53,Artist,9,2
994,Female,85,118161,74,Engineer,0,4
995,Male,65,56583,65,Healthcare,2,3
996,Female,17,185843,36,Artist,4,3
997,Female,31,171825,22,Entertainment,10,4
998,Male,24,77976,95,Artist,11,3
999,Male,97,66312,75,Entertainment,0,1
1000,Female,92,81839,11,Entertainment,0,4
1001,Female,80,55712,5,Artist,5,6
1002,Male,33,158335,45,Healthcare,2,5
1003,Male,8,74253,45,Lawyer,1,6
1004,Male,67,119625,3,Healthcare,4,4
1005,Female,8,129743,6,Artist,0,2
1006,Female,61,101007,60,Lawyer,0,6
1007,Male,83,87529,49,Artist,9,7
1008,Male,8,151648,98,Healthcare,8,6
1009,Male,69,61637,67,,0,5
1010,Male,14,164659,59,Entertainment,1,6
1011,Female,80,125623,62,Executive,0,4
1012,Female,85,104054,22,Artist,8,4
1013,Male,88,83535,56,Artist,1,5
1014,Female,76,166245,13,Executive,7,3
1015,Female,32,100890,60,Entertainment,4,4
1016,Female,99,55972,83,Entertainment,1,7
1017,Female,85,134282,39,Artist,2,5
1018,Female,25,106669,22,Lawyer,1,7
1019,Female,99,145777,94,Executive,1,5
1020,Male,41,119259,91,Healthcare,1,5
1021,Female,1,150174,59,Artist,2,2
1022,Female,45,55472,51,Healthcare,1,3
1023,Male,55,99423,82,Healthcare,0,5
1024,Female,20,146221,25,Marketing,0,3
1025,Female,33,84238,31,Artist,1,2
1026,Male,92,57032,75,Entertainment,1,5
1027,Male,93,88811,52,Engineer,0,4
1028,Male,60,167420,38,Artist,5,2
1029,Male,38,101846,17,Doctor,3,2
1030,Male,15,114061,87,Artist,2,5
1031,Male,74,147449,16,Artist,1,5
1032,Female,47,83043,76,Executive,0,1
1033,Female,96,168990,81,Doctor,9,5
1034,Male,97,73867,65,Healthcare,4,5
1035,Female,35,165772,51,Healthcare,1,4
1036,Female,19,178217,38,Marketing,0,3
1037,Male,60,162612,98,Engineer,1,6
1038,Male,37,99872,53,Entertainment,11,3
1039,Female,49,142566,77,Artist,1,7
1040,Female,1,111424,80,Entertainment,8,5
1041,Male,43,187841,38,Artist,1,4
1042,Female,46,171921,50,Artist,1,6
1043,Female,65,115299,87,Artist,6,3
1044,Male,75,94129,27,Healthcare,6,7
1045,Male,40,172378,39,Entertainment,5,6
1046,Male,28,146597,31,Engineer,1,4
1047,Female,78,64057,44,Doctor,0,3
1048,Female,22,163585,49,Artist,9,5
1049,Male,6,93186,83,Entertainment,1,3
1050,Male,46,149764,1,Entertainment,0,6
1051,Male,17,116822,84,Doctor,1,3
1052,Female,46,109346,37,Entertainment,1,2
1053,Female,72,111587,99,Artist,7,4
1054,Female,38,166644,66,Artist,8,6
1055,Female,50,181270,56,Artist,1,1
1056,Male,47,65207,81,Healthcare,1,2
1057,Female,72,112146,21,Homemaker,8,4
1058,Male,8,104953,57,Doctor,1,6
1059,Female,34,139009,24,Artist,0,4
1060,Female,53,67916,82,Healthcare,0,6
1061,Female,82,99983,88,Executive,0,1
1062,Male,63,131122,40,Artist,9,6
1063,Female,58,173190,37,Doctor,9,4
1064,Male,23,122712,21,Marketing,1,1
1065,Female,80,55792,30,Artist,1,6
1066,Male,45,73892,45,Doctor,1,4
1067,Female,30,78821,46,,1,4
1068,Female,84,152475,12,Artist,0,7
1069,Male,45,152226,87,Artist,4,4
1070,Male,85,117679,18,Entertainment,1,3
1071,Male,23,146473,87,Artist,1,4
1072,Male,79,66051,75,Healthcare,1,7
1073,Male,47,162332,72,Entertainment,1,5
1074,Female,93,166018,71,Doctor,0,3
1075,Female,95,67398,81,Entertainment,2,5
1076,Male,44,73760,70,Entertainment,1,6
1077,Male,95,167578,66,Entertainment,0,1
1078,Male,28,130267,45,Engineer,8,4
1079,Male,91,94846,95,Engineer,0,5
1080,Female,81,155396,1,Engineer,9,5
1081,Female,90,138013,16,Artist,8,7
1082,Male,79,148286,77,Entertainment,0,4
1083,Female,6,101031,28,Artist,1,1
1084,Female,38,52884,24,Lawyer,1,1
1085,Male,87,153230,15,Healthcare,8,1
1086,Female,93,63261,13,Engineer,1,7
1087,Male,44,90167,84,Engineer,0,3
1088,Female,10,162076,78,,0,3
1089,Female,84,53622,27,Artist,0,3
1090,Female,7,172913,94,Executive,3,4
1091,Female,41,94316,86,Artist,0,6
1092,Male,87,141383,3,,7,5
1093,Female,33,67874,55,Artist,0,2
1094,Female,34,176554,62,Healthcare,1,2
1095,Female,53,135341,56,Healthcare,10,2
1096,Female,47,129019,57,Healthcare,0,3
1097,Male,53,107879,3,Doctor,1,6
1098,Male,92,79531,4,Artist,1,1
1099,Male,89,63379,59,Artist,12,7
1100,Female,27,156258,54,Entertainment,0,4
1101,Male,70,67874,41,Entertainment,9,3
1102,Female,86,159964,57,Engineer,5,6
1103,Female,99,103706,50,Entertainment,1,2
1104,Female,96,64713,84,Entertainment,2,7
1105,Female,65,90414,55,Artist,1,5
1106,Female,82,171100,34,Executive,0,5
1107,Male,36,187305,85,Engineer,6,7
1108,Female,30,139758,46,Lawyer,0,6
1109,Female,96,91226,56,Healthcare,0,5
1110,Female,69,143928,30,Engineer,9,7
1111,Female,34,92366,14,Healthcare,0,6
1112,Male,74,175041,25,Artist,4,1
1113,Male,97,147301,93,Lawyer,1,5
1114,Male,56,119296,49,Engineer,0,7
1115,Female,30,126306,44,Artist,0,1
1116,Male,13,100647,49,Executive,1,3
1117,Female,95,168663,16,Engineer,11,5
1118,Female,2,105391,42,Executive,1,7
1119,Female,78,175179,43,Executive,9,4
1120,Female,54,165019,12,Entertainment,1,2
1121,Female,85,68212,26,Healthcare,7,4
1122,Male,13,64572,71,Artist,1,2
1123,Female,85,92591,99,Artist,8,2
1124,Female,41,69730,97,Artist,1,4
1125,Female,25,156793,57,Marketing,2,4
1126,Female,74,56848,41,Artist,5,1
1127,Male,8,148450,55,Healthcare,0,6
1128,Male,62,150619,32,Artist,10,6
1129,Male,52,100261,10,Artist,1,6
1130,Female,36,109895,56,Healthcare,5,2
1131,Male,11,152684,24,Lawyer,0,3
1132,Female,84,133765,83,Artist,1,3
1133,Female,99,57677,99,Lawyer,0,5
1134,Female,51,112358,27,Artist,0,6
1135,Female,57,73845,52,Artist,1,7
1136,Male,92,89531,42,Healthcare,6,2
1137,Male,29,118092,100,Entertainment,7,3
1138,Male,62,144242,49,Entertainment,1,4
1139,Female,43,140876,90,Entertainment,0,4
1140,Male,72,76888,26,Marketing,0,1
1141,Female,28,116644,88,Artist,6,3
1142,Female,57,143021,3,Executive,5,4
1143,Female,86,145679,91,Lawyer,9,6
1144,Female,26,64398,7,Lawyer,1,6
1145,Female,13,104512,40,Marketing,9,3
1146,Male,1,71564,68,Artist,1,5
1147,Female,89,122707,64,Homemaker,2,3
1148,Female,91,51733,96,Healthcare,0,5
1149,Female,67,138087,63,Marketing,1,7
1150,Male,63,147278,51,Lawyer,0,4
1151,Female,90,187339,62,Healthcare,0,6
1152,Female,87,129972,97,Executive,1,6
1153,Female,89,151176,55,Healthcare,1,2
1154,Female,34,74358,60,Artist,0,6
1155,Male,89,83953,82,Healthcare,0,3
1156,Male,31,62925,24,Engineer,1,6
1157,Male,55,65257,93,Doctor,2,3
1158,Female,3,188557,4,Healthcare,9,2
1159,Male,64,163783,84,Healthcare,3,1
1160,Female,1,108342,97,Doctor,0,3
1161,Female,20,155951,21,Healthcare,7,4
1162,Female,18,183071,29,Artist,7,4
1163,Female,83,124104,20,Healthcare,4,6
1164,Female,21,136747,3,Healthcare,1,1
1165,Male,19,189498,18,Artist,4,1
1166,Female,74,76149,48,Artist,9,6
1167,Female,44,185550,54,Artist,0,1
1168,Female,52,119567,19,Artist,5,2
1169,Female,14,79806,30,Engineer,1,6
1170,Male,10,180774,66,Entertainment,1,5
1171,Female,80,90142,50,Lawyer,1,2
1172,Female,82,184481,84,Executive,0,2
1173,Female,32,66089,75,Artist,6,3
1174,Female,16,60044,83,Artist,4,1
1175,Male,61,52543,23,Executive,0,6
1176,Male,57,50429,23,Artist,0,1
1177,Male,95,178228,45,Engineer,1,2
1178,Female,38,161130,98,Artist,8,3
1179,Male,70,87976,38,Lawyer,1,6
1180,Female,40,179150,91,Artist,5,2
1181,Female,92,163442,32,Executive,1,6
1182,Female,73,108159,18,Entertainment,8,7
1183,Female,62,73419,14,Healthcare,0,1
1184,Female,12,138425,78,Doctor,11,6
1185,Male,65,54431,93,Healthcare,1,7
1186,Female,88,168437,81,Artist,2,2
1187,Female,55,71322,54,Entertainment,1,6
1188,Female,99,122548,14,,2,5
1189,Female,20,141428,32,Entertainment,1,5
1190,Male,97,142214,32,Artist,7,4
1191,Female,93,62590,43,Artist,9,6
1192,Male,84,172523,83,Artist,6,2
1193,Female,16,157588,76,Executive,2,6
1194,Female,10,143313,57,Doctor,4,7
1195,Female,59,119833,38,Doctor,1,2
1196,Female,54,70803,35,Entertainment,0,5
1197,Male,82,139008,47,Artist,1,4
1198,Male,83,126669,53,Artist,1,6
1199,Male,87,122722,10,Executive,9,4
1200,Male,1,79800,47,Artist,0,1
1201,Male,89,100155,5,Healthcare,6,1
1202,Female,32,110846,49,Artist,0,2
1203,Female,1,106841,69,Entertainment,0,3
1204,Female,54,117181,66,Doctor,12,5
1205,Female,56,86898,76,Healthcare,0,6
1206,Female,31,143241,81,Executive,4,7
1207,Female,26,146028,33,Healthcare,0,5
1208,Male,7,165287,65,Doctor,1,3
1209,Female,60,132486,9,Artist,1,2
1210,Male,92,96424,74,Artist,8,5
1211,Female,93,151468,41,Artist,1,5
1212,Female,8,76561,79,Healthcare,0,1
1213,Female,81,125316,81,Lawyer,0,6
1214,Male,21,109373,22,Entertainment,4,2
1215,Male,96,135042,12,Artist,0,7
1216,Female,78,59784,81,Artist,3,3
1217,Male,86,140687,63,Artist,1,2
1218,Male,1,182927,55,Healthcare,1,1
1219,Female,62,175534,44,Artist,1,6
1220,Male,68,170957,6,Lawyer,1,3
1221,Male,70,81197,76,Artist,0,4
1222,Female,21,104888,8,Healthcare,0,4
1223,Male,74,184838,18,,8,5
1224,Female,62,139588,66,Executive,0,2
1225,Male,22,126543,45,Homemaker,0,3
1226,Female,87,177260,45,Entertainment,14,2
1227,Male,44,156823,42,Healthcare,9,5
1228,Female,27,183201,52,Engineer,8,6
1229,Female,95,84925,46,Artist,4,6
1230,Male,89,69719,47,Artist,9,2
1231,Female,41,61355,13,Healthcare,1,3
1232,Male,41,156014,49,Doctor,14,5
1233,Male,21,184088,21,Entertainment,11,7
1234,Female,59,158372,98,Artist,1,1
1235,Female,64,135742,67,Healthcare,1,7
1236,Female,38,145704,82,Marketing,0,4
1237,Female,70,157307,23,Executive,4,3
1238,Female,25,88064,73,Executive,1,5
1239,Female,3,167226,59,Homemaker,3,1
1240,Female,70,153821,8,Marketing,1,4
1241,Male,29,170669,78,Doctor,9,5
1242,Male,88,93555,13,Artist,3,3
1243,Female,20,101941,18,Healthcare,1,3
1244,Female,58,78795,44,Engineer,0,6
1245,Female,70,55875,94,Engineer,0,5
1246,Female,44,177513,81,Lawyer,1,5
1247,Female,87,100850,83,Doctor,0,3
1248,Female,0,143082,63,Entertainment,0,7
1249,Female,96,85447,4,Artist,9,6
1250,Female,75,114213,33,Doctor,9,4
1251,Male,14,161120,69,Executive,0,1
1252,Female,8,186682,86,Entertainment,1,1
1253,Male,58,105302,75,Doctor,0,3
1254,Female,5,133400,47,Engineer,0,6
1255,Male,70,56432,23,Engineer,0,5
1256,Female,49,136467,72,Healthcare,3,3
1257,Male,60,189945,20,Engineer,0,5
1258,Female,25,163966,48,Lawyer,1,5
1259,Male,47,52152,17,Artist,0,3
1260,Male,53,145720,62,Homemaker,12,7
1261,Male,24,188034,61,Healthcare,1,5
1262,Female,46,127911,3,Homemaker,9,2
1263,Female,70,174114,31,Lawyer,1,1
1264,Male,53,144489,10,Artist,14,3
1265,Male,63,77440,47,Lawyer,0,5
1266,Female,24,86119,44,Artist,1,6
1267,Female,5,100056,49,Entertainment,1,3
1268,Male,7,66686,50,Artist,8,7
1269,Female,71,74696,41,Doctor,1,6
1270,Male,23,65641,50,Entertainment,4,5
1271,Female,0,61228,81,Entertainment,1,6
1272,Female,2,138529,87,Healthcare,0,4
1273,Female,72,152405,4,Artist,1,4
1274,Male,18,157757,84,Doctor,0,4
1275,Male,11,166361,59,Engineer,6,4
1276,Female,95,67227,30,Artist,1,7
1277,Male,20,161156,88,Engineer,0,4
1278,Female,58,170647,70,Healthcare,1,7
1279,Female,67,161646,36,Healthcare,0,2
1280,Male,43,98016,18,Healthcare,9,6
1281,Male,36,50526,19,Artist,0,6
1282,Male,2,175208,43,Executive,8,4
1283,Female,35,97721,48,Engineer,0,7
1284,Female,81,142013,81,Entertainment,3,4
1285,Male,84,166737,76,Artist,0,3
1286,Female,18,62651,13,Entertainment,0,2
1287,Female,54,179546,4,Homemaker,8,4
1288,Female,98,51866,81,Artist,12,7
1289,Female,75,86297,42,Executive,9,4
1290,Female,98,65031,23,Artist,0,4
1291,Male,94,69383,25,Entertainment,0,2
1292,Male,24,70733,63,Artist,5,3
1293,Female,47,187898,89,Artist,6,2
1294,Female,40,116001,55,Engineer,1,4
1295,Male,68,87040,4,Artist,9,1
1296,Female,18,180956,74,Artist,2,2
1297,Female,83,115517,82,Healthcare,0,6
1298,Male,34,76979,46,Lawyer,1,3
1299,Male,81,50798,56,Artist,10,5
1300,Female,61,146350,43,Artist,1,3
1301,Female,77,81112,61,Healthcare,5,3
1302,Male,52,80605,20,Doctor,1,6
1303,Male,40,171949,11,Doctor,1,6
1304,Male,93,159006,26,Artist,8,6
1305,Female,45,177368,96,Healthcare,1,2
1306,Female,83,187643,3,Artist,1,1
1307,Male,23,93841,25,Lawyer,0,7
1308,Male,15,131061,92,Healthcare,0,7
1309,Male,79,146130,20,Entertainment,6,6
1310,Male,80,84471,79,Doctor,1,5
1311,Female,35,144485,15,Entertainment,0,4
1312,Female,39,158638,78,Healthcare,2,5
1313,Male,4,96693,28,Entertainment,0,4
